,Abs_Lat,CGIAR_Aridity_Index,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,CIFOR_TropicalPeatlandDepth,CIFOR_TropicalPeatlandExtent,CMS_HeterotrophicRespiration_usingEquationFromBondLamberty2004,CMS_HeterotrophicRespiration_usingEquationFromSubke2006,CMS_SoilRespiration_mean,CSP_Global_Human_Modification,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Cultivated_and_Managed_Vegetation,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Open_Water,ConsensusLandCoverClass_Regularly_Flooded_Vegetation,ConsensusLandCoverClass_Shrubs,ConsensusLandCoverClass_Snow_Ice,ConsensusLandCoverClass_Urban_Builtup,ConsensusLandCover_Human_Development_Percentage,CrowtherLab_Tree_Density,EarthEnvCloudCover_CloudForestPrediction,EarthEnvCloudCover_Mean,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_1stOrderPartialDerivEW,EarthEnvTopoMed_1stOrderPartialDerivNS,EarthEnvTopoMed_2ndOrderPartialDerivEW,EarthEnvTopoMed_2ndOrderPartialDerivNS,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TangentialCurvature,EarthEnvTopoMed_TerrainRuggednessIndex,EarthEnvTopoMed_TopoPositionIndex,EarthEnvTopoMed_VectorRuggednessMeasure,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,FanEtAl_Depth_to_Water_Table_AnnualSD,GHS_Population_Density,GPWv4_Population_Density,GiriEtAl_MangrovesExtent,IPCC_Global_Biomass,MODIS_EVI,MODIS_FPAR,MODIS_GPP,MODIS_LAI,MODIS_NDVI,MODIS_NPP,MODIS_Nadir_Reflectance_Band1,MODIS_Nadir_Reflectance_Band2,MODIS_Nadir_Reflectance_Band3,MODIS_Nadir_Reflectance_Band4,MODIS_Nadir_Reflectance_Band5,MODIS_Nadir_Reflectance_Band6,MODIS_Nadir_Reflectance_Band7,NASA_ForestCanopyHeight,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,Resolve_Biome,Resolve_Ecoregion,SG_Absolute_depth_to_bedrock,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_H2O_Capacity_015cm,SG_SOC_Content_015cm,SG_SOC_Density_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Saturated_H2O_Content_015cm,SG_Silt_Content_015cm,SG_Soil_H2O_Capacity_pF_20_015cm,SG_Soil_pH_H2O_015cm,SpawnEtAl_HarmonizedAGBiomass,SpawnEtAl_HarmonizedBGBiomass,TootchiEtAl_WetlandsRegularlyFlooded,UNEP_WCMC_Biomass,WCS_Human_Footprint_2009,WWF_Biome,WWF_Ecoregion,NAME_1,NAME_0
0,12.163389957969965,7648.9526478526,2052.9442238293595,279.7177449569697,1440.485698499629,525.0561085465204,374.18774546535224,93.0801338099191,262.5483394174582,292.9118573239271,305.2726749090367,263.7411560964829,196.8882633389968,125.10969345396725,664.8579723364969,0,0,48.89706236905979,415.38625324046615,1145.1102336459192,177.29948202387064,1597.3681244833494,0.0030768390713180843,0.003128724785646208,441.51800920197485,443.19772018795317,789.9647780214132,0.5549732961467012,0.057915517638402914,14.541188661548228,11.105173294991829,17.562645114547127,0,0.018260703514201147,47.08785165881302,0.2915146953928413,0.11659992473981881,9.220019208195497,0,0.012460053131441346,14.55364871467967,27310.55138701357,3.900979268897089e-07,5025.4031480098165,348.20243566615517,71584.09073727511,1587.4831076942098,18238.423217507123,24727.76106643287,9060.368732543177,4421.8287902033835,1723.0800791282413,699.6300737893325,16589.29447226297,7710.912978043039,197.277727760637,1041.1860530856077,49515.783786578555,-0.00024144494179168923,-0.00017378216422631629,2.6784270623757245e-06,2.4502197365037448e-06,-0.018439717433055065,-0.02939168102239909,-0.011190377175207076,42.1998983425911,-0.013151238833529576,1.5182096294573332e-06,10.331215845076354,0.8821893288086937,3.0238268955363396e-06,3.267912730484307,0.04617643878932204,6.737639161107943e-05,1.728450048497565,9.982780564509103,0.7827452046443477,2.6355808543185293,46.65616711233219,0.0030053119589533816,14640.854817655254,3814.9576354463743,49.639898137978015,9797.541733636926,16.354103994411076,6037.57458827762,1552.264871606399,744.2125899113405,2846.728729688648,357.4144892746157,718.1924150180243,3330.6761511359223,2522.6354123939304,1375.4099197327448,9.946076599210041,8.020085995293195,7.318510634712915,47.13960482788444,8881.746115980151,1120.888158793798,13.628025143977897,27.674794543497754,23.16816281784331,169.6905777464572,21.057968315475797,22.080600972270915,251.02940698102643,24.479359624134222,51.22017296149179,19.528712274931166,17.359007159192068,52.73242649753706,27.39898994498406,18.072368851017306,0.09484242394677404,37.59627909267178,8.363179187923457,7.318510634712915,30738.669057394316,Bafatá,Guinea-Bissau
0,5.4224732821775765,10977.901597023945,1516.734579288823,260.37548999533914,1767.587516388099,519.8616342909145,298.1095442737645,36.34510821736828,244.7017650973539,263.81704777793146,273.49083141582787,259.48544222541045,228.27518701552796,82.29415030760204,256.08162179446884,24.859243554937184,117.41718287711295,401.99344285528866,491.08087964614623,1245.9416431847865,69.8343573178986,1011.8650375783096,0.5293347915012229,0.11166649814349346,671.0114121069838,674.9963140177617,1404.2110230182611,0.6474945925382362,0.7550067434967653,53.9804963536661,0.08432197572341162,21.027335793834737,0.011613351315991371,1.008678516915274,0.9646576161133226,5.022491782625197,2.6093827479547413,0.8924287087213196,0,13.70129782027571,67.68179417394181,10356.087329457656,1.1540602938126448e-05,7979.065325504955,695.9873623889347,181294.06545559794,1759.8758212135126,30427.544504805675,26892.807282853668,9335.383406520385,3101.5183390079005,1267.6479229035508,1176.5241808416627,19667.90214286203,8351.490905852452,333.58697156323416,784.0034389921424,125185.28194255102,1.8927825019178924e-05,-0.0009222907814023629,1.3959493247772004e-06,1.4547727255024943e-06,-0.07040298842172578,-0.019263598493718653,-0.01503609100480127,44.14633872543873,-0.05409220131204896,-4.186852796343294e-06,18.184429387109013,1.3336085444092962,5.1151031639148685e-06,6.066094344346363,-0.08413198678759194,0.000222911552048587,0.011058862352493532,13.57801530365324,0.26664464774500346,141.4954350788367,2938.1439786177216,0.0004375521022815512,8077.985481584091,3479.6160491670776,40.78030387123318,20554.231406956544,16.01165796265394,4896.7694423171715,7604.900900470235,732.1255148308996,2895.342190359738,468.0964640465757,788.0466144015269,2997.6721422544556,2211.4408130685033,1234.5329938474597,12.042163921168498,16.72778309524022,1,11,11786.759698773654,1282.7058704267188,8.451667139084487,22.837795479321912,14.789242767975146,199.99924923474936,17.189500686779084,25.671869688952977,273.6220871271007,29.626973875858813,45.57034134040894,16.698231454014678,15.255193465495566,52.0418900868379,22.499076096566096,7.3173491820465175,0.3457827523862399,57.86583125653312,16.830112231113254,1,30111,Abidjan,Côte d'Ivoire
0,11.876864717122194,8122.445198121331,2079.742253405255,271.0494220636499,1664.031141759446,551.5876497501935,322.0186669743468,61.66960718562872,258.28354820818845,271.2989277963087,281.9148566918004,265.6175727649685,210.10716102217106,132.7730246520664,0,0,0,304.3788081743892,532.1379915704416,1468.964608340256,111.91150522450255,775.5989795319289,1.2404847436397668,0.32822423706116793,381.4909725377847,380.4877054708576,649.6556848308458,0.3590915524722514,0.6392260802738671,24.285875222691846,3.7142164739581496,31.305939323016702,0.052712474237607825,1.3632802948265617,13.540062703042576,6.022884863939636,14.746061410556461,4.247738149299611,0,0.07571523387012258,24.36159045656197,18871.071324602468,3.5334603511073933e-07,5120.1177166660855,1443.9455956740856,430200.58100153104,2747.8221191208568,46818.00717573091,27761.315867113994,9520.711165195373,2328.940807199929,1052.3896440521003,1914.5909135329061,21902.471117915586,8697.610025547834,570.9871842003618,692.9554378731536,351761.8514176954,-0.00027517670110171056,-0.00018144738890485783,2.558405394146925e-06,2.869499618304711e-06,-0.013323639820478989,-0.023172612776240473,-0.011231674979694786,11.414855293953257,-0.009932996183856083,1.7712231903979518e-07,9.689956160268272,0.792967620893734,4.435759290147654e-06,3.0438623829776064,0.06518894968037163,6.71590901403105e-05,0.016901749541094874,4.578194473892396,0.9566151249945145,10.266056783160858,219.32993328416816,0.31331630048508863,11679.495740080012,2829.3202558669027,39.102370355740156,11341.485876362582,10.673445729418686,4783.960854925295,4083.45048577286,780.4305854656368,2342.872341452763,431.96963137243085,802.4087184021583,2417.3201014263905,1698.5761575684512,931.9768640449747,7.090667241013286,32.71604587335816,14,113,9504.921029520126,959.5132075383805,17.739875858685444,28.693585413710835,24.541865084112743,194.83577893168152,23.394199671137155,54.19350917899746,329.6290761961824,38.07306650609615,56.386698830276345,19.827566963197047,18.909344304805966,51.11945074225134,16.528388656571153,5.546305847741139,0.8186783922553177,38.107259681206756,11.138603632912162,14,31403,Biombo,Guinea-Bissau
0,11.875844231181443,7672.92323963715,2129.0276207135016,272.5007856008884,1644.2353910319166,544.0741715352268,332.9925780073951,68.61596814260314,259.5690710857791,276.94033504855423,283.79039355922595,264.7231751693547,206.8669411387637,132.15490919759839,0,0,0,209.31405812981515,521.7270830714211,1437.8251963838475,126.12563634634954,847.011331394558,0.132153617653323,0.0476151693945333,347.9952693375277,345.4076577924095,572.7056218365133,0.7469233362010919,0.15677983005545135,36.2671640004787,3.561495192883073,21.254438105876247,0.055850321139346536,2.411138149758646,10.88079945745402,1.6327442454222674,0.49766625443810575,6.24370686560019,0,17.052220050265284,53.319384050744,12399.697213279356,3.074230899054289e-07,4883.148202816451,1612.1517076093469,380026.9027761134,3493.348951467943,44542.68931495903,28441.387617335717,9506.968883563006,2370.2176552826036,1013.3263431196322,1922.403674855203,22109.973876572785,8721.424965048931,570.2979428799679,637.1012981825442,347283.75702017173,0.001707118712058601,-0.0012820791178467083,4.246875075348257e-06,7.056020231440936e-07,-0.08095385325554878,0.07533437371802959,0.06613291895273822,16.269697211473243,-0.0681046458135454,-1.6033605270681013e-06,11.789982845972792,1.0214122250784936,5.666371460774965e-06,3.713181174452468,0.07579437108549086,8.315932428159151e-05,0.07602604526175734,6.2419222344109455,0.8782422020470364,348.93580762987216,6794.314158812441,0.02930057736015359,4755.157816878187,2212.1664532359896,28.424341443710727,7804.672750462816,6.25339835861855,3664.4677553108017,2991.5788395065297,1221.4798283934015,2504.5868222187964,518.1572646087293,955.7635391959122,2866.969964236081,2625.172955473471,1921.0391664255799,5.905718521630135,23.00008466325192,14,113,12506.727941226889,1178.6023644133713,12.983658420714768,26.63058221647867,26.476722448382997,195.59305213517027,20.53116890043704,28.267771859560305,229.66239017701588,25.2173108825154,49.3231325350794,19.827807107977836,16.589254744428484,52.920036896484845,15.43336615844875,5.008354499820184,0.4533157179172658,50.47358443997924,23.72066883548721,14,31403,Bissau,Guinea-Bissau
0,5.350303874334395,10561.953487895056,1544.8147138246834,254.02185165497207,1582.7999867662381,553.9283927310324,296.61901084277025,43.04273542394802,240.99264061047845,257.3919523207811,266.01889272860075,252.36587115096597,219.0935283982678,55.382785919642096,312.21572748269,30.76145001586605,121.3459562987813,355.23502661324574,286.2182126094684,792.2872425943808,77.52548238473774,875.6078148590083,0.0401753214733295,0.011385488102695528,678.5730361111904,682.0923960153416,1428.117307106295,0.5036749885810878,0.009330945004806548,60.79874125830298,0.02536285334390099,36.45035564593343,0.024999469688861638,0.09739164056089564,1.0765301645796517,0.7341834702982375,0.6217372607212038,0.12036520117594085,0,0.10193459913781051,60.90067585744081,17874.836064390565,1.379425619274278e-05,7806.563715919074,377.5615861507677,103170.02028176468,1104.1519361383564,23655.254904966776,26539.15447764047,9224.092510167284,3549.8162591560167,1353.8886591931596,867.4358967449521,18486.808749962824,8148.936560766699,239.5116998556158,812.990543349556,62262.022998421424,0.00015431870233551507,-0.0014569289480592389,-6.2024300511415874e-06,-4.85350975782397e-06,-0.07671387347533742,0.006728645752015416,0.004798864353608789,123.0968216163498,-0.046368817136656734,-2.7492055064012276e-05,21.344427201297435,1.4835247980315511,1.3660307455197032e-05,7.175607373482226,-0.5272229347273767,0.0003447901833650199,0.007638144380859431,14.114618300957343,0.2706319984481494,5.130380815894528,93.34429205866269,0.0002444790309147767,12013.125760311961,4389.613850124288,52.486999314664175,20975.7595578136,23.82572014269668,6291.561164340999,7248.688928502476,518.6979341679178,3292.824389085827,333.686661249304,663.9990916832985,3420.2152556639517,2239.90399743553,981.0995732982107,19.35013190531273,5.721986028528746,1,23.34963497720144,9335.073559811754,1472.717470968748,7.02989586185706,23.58228934254943,24.24731624129705,199.99123408555147,16.591864837968068,16.709023422523035,216.17406479715274,23.583104804509315,39.57341283431817,16.004064395812563,12.167552935415303,50.89867560572809,35.6820628050626,9.168647086458945,0.13917882537558685,54.413240615912464,7.337799985694815,1,30123.349634977207,Bas-Sassandra,Côte d'Ivoire
0,5.45180304333727,16139.391155669533,1381.9365254315114,256.1931835785856,2231.5022338943922,513.7411742378357,313.5888506699687,47.845341724768815,241.00999714979736,263.09983826838203,272.54776396840225,241.89024790739825,220.36295841054002,67.01011352197578,941.9370767221375,13.968455237611614,52.281265204852794,254.94043210190887,347.299766725881,993.0150099575478,93.22589256863223,1123.8889019259675,0.2733491437485778,0.04206128998924039,623.7489444212572,627.9803738842463,1272.8218340150624,0.6601667833493787,0.07548909472434766,49.68240672050414,13.171885090117769,15.500125762168187,0,0.5717049252139014,15.576709976896488,0.3629482043564578,0.5433632195115056,3.8243144902039727,0,0.6963613754707245,50.37876809597487,18164.972413548174,1.696091960366743e-05,8166.429332965936,441.87764188869323,99063.77635953845,1546.7388555642683,23289.453353540048,26570.074921045365,9215.385291478551,3613.8445650253975,1370.0000233154578,885.1171008287579,18531.507794428297,8141.723826278633,245.70122936052044,814.6625009714768,65353.08522435826,-2.1189275560220502e-05,-0.0012857815330764432,-1.7994944572098888e-06,-1.1883404995984237e-06,-0.13339689146931535,-0.04710711674027731,-0.040119687967582425,94.72062499558413,-0.051689074426692835,-9.313655074056738e-06,16.306191667196554,1.3087952496526227,5.985298745357447e-06,5.33369004217978,-0.15387531175593655,0.0002129154889085061,0.20590243740596936,5.575645608663012,1.1127265468663234,47.06952131551546,841.2991313244703,0,12413.232580161712,3591.8273723288908,39.22535658790658,14645.524920717002,13.037680003105244,5509.600683174677,5980.622927747436,548.5685277737307,2605.2766282974117,330.115417503313,613.2639778644925,2743.9218937024907,1954.5121925579892,991.5884260531121,15.686990187863,21.696234906773483,1.0252739566332478,6.169134572585256,14037.158557858458,1305.4867188314595,8.12434048161449,21.526301764183223,10.706580837029339,199.98117220233019,15.059334262773046,20.355592266037654,245.93632016992888,25.8287828273225,44.66751643745307,10.353559884000372,13.507759722527839,51.85914875519074,28.785622489905894,10.132588697012258,0.051481906089609855,43.61059887678559,16.160609897109467,1.0252739566332478,30108.540674169988,Abia,Nigeria
0,42.46887289541505,5669.505910373233,1143.5159604693845,106.93391157889454,593.3821402062064,290.8073822033833,265.40236281712447,87.35620871922721,5.928000900834536,83.4066365056667,208.86252093031567,109.11075833134713,-34.998555626778405,19.253982559515084,139.52842704248403,37.24932699546927,115.99665787487022,125.56556475877467,67.39795111111549,191.9912984024749,300.4009187438623,7450.943983637506,0,0,352.7030860818935,350.4576323503023,581.2607058887996,0.5061099616837206,0.014409337968633012,67.29090716036637,31.091181031152814,0,0.019139833370862423,0.19642906179118086,0.7822269575994568,0,0,0.07482018076204182,0,0.5354485091799804,67.82635566954633,18835.515889041813,0,6096.445043689347,637.8394450821341,179414.08542718174,2528.3546425308905,31553.94930461353,27876.876917415873,9416.039339634553,2880.2101409079846,1121.1019527939022,1253.3575441699015,20748.265206144508,8529.194510501742,358.54444450546737,687.8936352502456,135620.99531344106,-0.00094545020167961,6.638963275206233e-05,9.508677688082681e-06,1.4924963805300287e-05,-0.03502487464854582,0.019459895612188312,0.0013440948097069028,694.9113270101406,-0.0007157598506791938,-2.9128829329469546e-05,71.59681497062658,6.180449564626877,4.5930509148313634e-05,23.19636395798208,0.15347359142359726,0.003502898335455369,0.08505418365564675,45.49926084009628,0.3632461273201456,8.862889891807153,144.72886489291164,0,852.4513446246955,3439.800014856056,45.860647229162744,11605.295359454052,15.116474182521744,5648.575606820207,6595.125609372,769.5358462831554,2833.7653050302256,468.31117732964964,755.6825006590832,3049.9799834892056,2249.9635682987837,1177.5767909703734,15.785656284151063,3.955362357046226,4,646,2108.921640394502,1306.1722288305596,23.579138589253677,25.728610834461016,10.006106568169155,199.98753397055307,24.083588075541176,19.508621617541888,275.37470468134137,29.906672050266337,46.29774081878865,37.864322585632564,15.903948849816384,67.25473422490751,19.385824427754308,7.363892279327229,0.00011579095750426095,26.11258621757794,13.140764243005101,4,80404,Gnjilane,Kosovo
0,1.6151053568339866,15864.95869102649,1365.468762796393,254.91712936668148,2046.8658956377883,281.99723017922,275.74659893653046,11.067822018834473,240.5461283334575,240.5461283334575,267.58827797580443,246.97362112511684,236.49467990389604,57.18511626218464,124.36301904099236,29.612057753297332,124.36301904099236,498.1009226168005,382.2304075089384,967.5023304428029,39.25191977744442,975.1811451130154,0,0,556.3639923792616,560.6490489637062,1086.6553933110456,0.22342952279764688,0.2315440936436133,17.72923564799702,0.06540595998694214,59.46378771627108,0,2.592267872965537,3.565732406846058,9.88616331670009,5.9178986149326125,0.556545259525253,0,0,17.72923564799702,41766.60335073726,0,8764.144849134915,655.4373821910581,275801.8754680941,2073.595315288145,32245.064289125137,26501.046671190532,9342.234135062454,3302.0395838045692,1316.8289728316872,1286.1299102767096,19326.933876196937,8308.767573952602,364.7067782552967,818.1451908819021,168915.42421272214,0.002667069664886927,0.0031958639148370865,-1.3254659144272886e-05,-1.034486715151693e-05,0.10592414671594244,0.08931908997449212,0.01432323812464193,167.98448211537567,-0.013864466109993062,-6.240821529372781e-05,99.8831320244369,8.707504094522342,4.6000894569552054e-05,31.19054586578371,-1.0670760854358066,0.0046887327253916635,0,27.81355185696772,0.6739642281367983,3.3944891656688414,57.080758772628855,0,14086.96991817316,2870.898271468958,33.24834844931808,17520.976972050557,15.555813025831117,4150.539730567847,5782.146698510855,371.0682811463984,2650.148150340449,350.36644325492966,447.6776669959507,2368.53043922197,1451.536334988323,632.3610610033279,24.201078435232272,1.1686697901812997,1,27,4767.396001934545,1039.075252879329,22.44776792041024,35.58359144761682,9.028577345996315,188.3608949557451,27.257654870261913,62.72047022735148,403.2459105239153,52.6667919202521,54.739449639043094,24.18827161800949,16.84806734569503,52.434349674878995,11.279317755375295,3.404412999581881,0.19617573894009163,18.013101904688792,11.69657067778945,1,30127,Príncipe,São Tomé and Príncipe
0,4.762463047368889,13521.34777925014,1707.9335103777885,259.4323147618992,2284.328645337827,629.729762423324,315.43538090018814,56.72482132301369,251.15404304923047,272.2412140313092,272.2412140313092,255.6579060648384,225.3189303506787,40.05171176880449,526.660319791407,78.80259443929714,246.04531165382136,246.04531165382136,326.4269158060188,962.1000034291945,90.1164504313733,719.5544059396841,0.22486137419950813,0.09939899372611238,659.3765619936228,663.5244391651595,1371.1547340409413,0.05848247365583368,0.014788404946199249,0.585286730312663,0.009160958816229624,86.89459508562027,0.022640655360110354,0.08717948191570273,0.3875136901163261,6.952228550782502,4.830766040915869,0.17685782705136188,0,0.03402641846028146,0.6193131487729445,44386.314134177795,3.715697581098891e-06,5971.36252762401,435.6775073045192,138240.02188281095,1497.1594189254122,23195.694107025556,25264.09957927926,9148.865486370241,4058.6159643135647,1575.8317966043026,870.6032697690033,17407.444755303353,7891.235723875288,247.20282537559294,959.7259339962044,91412.428250273,-0.00029739697037664233,0.0009137962369137633,-6.302961876596927e-06,-3.3852501879052417e-06,0.05011080016334012,-0.00885884306827605,-0.0014906577158556155,83.19388258370856,0.030648907816139468,-3.2543822344419546e-05,28.9208208321743,2.1132767818699802,1.7830927063582246e-05,9.623142018982941,-0.5978516781747467,0.0006243339991065501,0.005746934190405369,10.715845227256803,0.9390350620984995,0.11656579798541808,1.9322212908161935,0,16060.088904986838,4425.8179710190925,70.51349445830985,24329.350165777716,41.46775574109554,7369.765325275018,9693.778312070925,318.63629855661844,3020.8299849610084,209.8811335218205,484.1509432466393,2969.1539892425144,1617.2361280778305,581.6728698924505,29.86244835767224,6.168794436814331,1,465,3271.042275502357,1238.8459307820042,8.509003911843077,28.506222659814608,6.07878104846794,199.70490073095607,20.175855432386054,23.88091789277176,204.31465979887727,27.82708000491618,47.19014997318617,18.381422319280098,14.952252096663,46.36726124791758,110.42860841654549,25.843914483458853,0.08037802239131359,169.29565597086804,1.762648643170981,1,60125,Brokopondo,Suriname
0,6.804043565076471,8947.54933207176,1469.9042841556832,261.6712185897597,1353.998602654571,552.8186350036448,327.4226731487024,62.87347316280748,244.67228454368265,265.3576477660329,278.84227933243164,258.53008966846124,213.3097324917212,54.24940397165576,314.43541066292795,12.660122602512113,51.91736597272501,295.09552012227533,205.1236992441376,578.6298597529338,114.11294074339618,1182.5816604560082,0.002574453299272515,0.0018071553195486178,693.7274035164274,696.4882359564676,1474.5954541457315,0.5395109450675858,0.009899546709193888,55.06445347875693,4.879936637546336,19.72719499858033,0,0.12752771438007218,13.288586177394789,0.160211479484913,0.08046678203420357,5.797913103264923,0,0.8853462478576083,55.949799726614536,13810.57472820938,1.1905834040760625e-05,7303.524715734415,336.67527172893364,71601.44721307645,1502.0306658618615,18912.702757279436,25258.111680511316,9083.954534319113,4238.316073042496,1624.1264643825498,730.0809540746475,17029.545393044726,7823.18684553746,201.99453191756257,968.7119976177484,48305.40894802468,0.0002500870046424355,-0.0004198241424427328,8.408873277346661e-08,7.786006353463211e-07,-0.011833117263577173,0.019566288242574757,0.011679035621516318,221.4437150863603,-0.013897965908559573,-1.638667721849265e-05,25.899148116897383,2.110296207860499,1.5224949492066746e-05,8.43129256085544,-0.15737391899828101,0.0005066153630611253,1.3469598851645543,28.289886719020867,0.2152450037467955,13.737538872941428,252.03790347305124,0,11046.530308088008,4210.53307378101,49.85992620545102,18149.95710072941,19.835557952553735,6132.000245616916,6521.780692634352,604.5912019733935,3168.0939609568345,338.225495746776,679.748461486719,3322.377646634045,2295.230876983186,1167.8729208564325,15.795921652042717,7.049309710657578,2.5741885684934176,19.658037126713797,13131.415492689364,1267.7449696177964,7.803477388218209,19.399716903945496,16.503616318123104,199.89782010066432,16.305909996424674,16.638166676554917,249.3767090381267,24.048469918451687,45.95254618280128,20.264708079458334,16.993719691316365,55.45784276272286,25.60227394328314,8.574482193633207,0.03416857093343757,38.168421648089854,9.679443607357687,2.5745877631964174,30267.409051144175,Ashanti,Ghana
